	Segment ID	Source Segment	Ref	MT_Y	MT_Z	Ref_rating	MT_Y_rating	MT_Z_rating	Error	MT_Y_tokens	MT_Z_tokens
192	193	Thomas Cook pension trustees plot deal to salvage payouts	토마스 쿡 연금 이사회, 지불금 회수 협상 중	토마스 쿡 연금 신탁자, 보상금 인양 음모	토마스 쿡 연금 수탁자들은 지불을 회수하기 위한 거래를 계획한다.	2	3	1	F	토마스 쿡 연금 신탁 자 , 보상금 인양 음모	토마스 쿡 연금 수탁자 들 은 지불 을 회수 하 기 위한 거래 를 계획 한다 .
193	194	Thomas Cook's pension funds have kicked off talks with specialist insurers about a deal to salvage the collapsed travel group's retirement scheme benefits.	토마스 쿡의 연금 기금 문제로 토마스 쿡과 여러 전문 보험사 사이에서 파산한 이 여행사로부터 퇴직 급여를 회수하기 위한 협상이 열렸다.	토마스 쿡의 연금기금은 무너진 여행그룹의 퇴직급여를 구제하기 위한 협상에 대해 전문 보험사들과 논의를 시작했다.	토마스 쿡의 연금 기금은 붕괴된 여행 그룹의 은퇴 계획 혜택을 구제하기 위한 거래에 대해 전문 보험사들과 협상을 시작했다.	1	2	3	F	토마스 쿡 의 연금 기금 은 무너진 여행 그룹 의 퇴직 급여 를 구제 하 기 위한 협상 에 대해 전문 보험 사 들 과 논의 를 시작 했 다 .	토마스 쿡 의 연금 기금 은 붕괴 된 여행 그룹 의 은퇴 계획 혜택 을 구제 하 기 위한 거래 에 대해 전문 보험 사 들 과 협상 을 시작 했 다 .
194	195	Sky News has learnt that Steve Southern, chair of the trustees, is holding talks with several parties about a buyout deal that would avoid most of Thomas Cook's 14,000 pension scheme members facing a steep cut to their payments.	스카이뉴스 보도에 따르면, 스티브 서던 이사회 회장이 수령액이 대폭 삭감된 14,000명의 토마스 쿡 연금 상품 가입자들을 구제하는 거래 매수안을 두고 여러 당사자들과 협상을 벌이고 있다.	스카이뉴스는 스티브 서던 이사회 의장이 토마스 쿡의 1만4000명의 연금제도가 급감하는 것을 피할 수 있는 인수협상에 대해 여러 정당과 협의하고 있다는 사실을 알게 됐다.	스카이 뉴스는 스티브 서던 수탁자 대표가 토마스 쿡의 14,000명의 연금 제도 회원들 대부분이 그들의 지불을 대폭 삭감하는 것을 피할 수 있는 매수 거래에 대해 여러 당사자들과 회담을 하고 있다는 것을 알게 되었다.	3	2	1	F	스카이 뉴스 는 스티브 서던 이사회 의장 이 토마스 쿡 의 1 만 4000 명 의 연금 제도 가 급감 하 는 것 을 피할 수 있 는 인수 협상 에 대해 여러 정당 과 협의 하 고 있 다는 사실 을 알 게 됐 다 .	스카이 뉴스 는 스티브 서던 수탁자 대표 가 토마스 쿡 의 14 , 000 명 의 연금 제도 회원 들 대부분 이 그 들 의 지불 을 대폭 삭감 하 는 것 을 피할 수 있 는 매수 거래 에 대해 여러 당사자 들 과 회담 을 하 고 있 다는 것 을 알 게 되 었 다 .
195	196	Any deal with an insurer would be likely to involve a more modest cut to payouts than the 10% triggered by a pension scheme's transfer into the Pension Protection Fund (PPF) lifeboat.	어떤 보험사와 협상하더라도 지불금은 연금기금이 연금보호기금(PPF) 구제기금으로 양도되면서 생기는 10%보다 더 삭감될 가능성은 없다.	보험사와의 어떤 거래도 연금 보호 기금(PPF) 구명정에 대한 연금 제도의 이전으로 촉발된 10%보다 완만한 급여 삭감을 수반할 것입니다.	보험사와의 어떤 거래도 연금제도가 연금보호기금(PPF) 구명보트로 이전함으로써 촉발된 10%보다 더 적은 액수의 지급 삭감을 수반할 가능성이 높다.	3	2	1	F	보험 사와 의 어떤 거 래도 연금 보호 기금 ( PPF ) 구명정 에 대한 연금 제도 의 이전 으로 촉발 된 10 % 보다 완만 한 급여 삭감 을 수반 할 것 입니다 .	보험 사와 의 어떤 거 래도 연금 제도 가 연금 보호 기금 ( PPF ) 구명보트 로 이전 함 으로써 촉발 된 10 % 보다 더 적 은 액수 의 지급 삭감 을 수반 할 가능 성 이 높 다 .
196	197	The discussions are at a very preliminary stage and — even if successful — will not result in a deal until after the Thomas Cook schemes have been through an assessment by the PPF.	해당 논의는 아직 너무 초기 단계이고, (성사되더라도) 토마스 쿡 기금이 연금보호기금의 평가를 거칠 때까지는 계약이 체결되지 않을 것이다.	이 논의는 매우 예비적인 단계에 있으며, 성공적이더라도 토마스 쿡 계획이 PPF의 평가를 거친 후에나 거래가 성사될 것이다.	토론은 매우 예비 단계에 있으며, 비록 성공적일지라도 토마스 쿡 계획이 PPF의 평가를 거쳐야 협상이 성사될 것이다.	1	2	3	F	이 논의 는 매우 예비 적 인 단계 에 있 으며 , 성공 적 이 더라도 토마스 쿡 계획 이 PPF 의 평가 를 거친 후 에 나 거래 가 성사 될 것 이 다 .	토론 은 매우 예비 단계 에 있 으며 , 비록 성공 적 일지라도 토마스 쿡 계획 이 PPF 의 평가 를 거쳐야 협상 이 성사 될 것 이 다 .
197	198	Thomas Cook bosses face investigation into what led to collapse.	토마스 쿡 간부들이 파산 원인 규명 조사를 앞두고 있다.	토마스 쿡 상사는 무엇이 붕괴를 초래했는지에 대한 조사를 받게 된다.	토마스 쿡의 상사들은 무엇이 붕괴를 초래했는지에 대한 조사에 직면해 있다.	1	2	2	T	토마스 쿡 상사 는 무엇 이 붕괴 를 초래 했 는지 에 대한 조사 를 받 게 된다 .	토마스 쿡 의 상사 들 은 무엇 이 붕괴 를 초래 했 는지 에 대한 조사 에 직면 해 있 다 .
198	199	That period could take up to two years, and if the schemes do enter the PPF will result in roughly 10,000 future pensioners having their payouts cut by 10%.	그게 최대 2년까지 걸릴 수 있고, 만약 기금이 양도된다 하더라도 연금보호기금이 향후 연금수령자 약 1만 명의 수령액을 10% 삭감할 것이다.	그 기간은 최대 2년이 걸릴 수 있으며, 만약 이 제도가 시행된다면 약 10,000명의 미래 연금 수급자들이 10%의 급여를 삭감하게 될 것이다.	그 기간은 최대 2년이 걸릴 수 있으며, 만약 그 계획이 PPF에 들어간다면 약 1만 명의 미래 연금수령자들이 그들의 급여를 10% 삭감하게 될 것이다.	1	2	3	F	그 기간 은 최대 2 년 이 걸릴 수 있 으며 , 만약 이 제도 가 시행 된다면 약 10 , 000 명 의 미래 연금 수급 자 들 이 10 % 의 급여 를 삭감 하 게 될 것 이 다 .	그 기간 은 최대 2 년 이 걸릴 수 있 으며 , 만약 그 계획 이 PPF 에 들어간다면 약 1 만 명 의 미래 연금 수령자 들 이 그 들 의 급여 를 10 % 삭감 하 게 될 것 이 다 .
199	200	"Sources said that a number of pension risk transfer specialists, as well as at least one of the new ""superfund"" consolidation vehicles, were in talks with Thomas Cook's trustees about a deal."	소식통에 따르면, 다수의 연금 위험전가 전문가들뿐 아니라 신설합병 ‘슈퍼펀드’ 투자기구 중 한 곳도 토마스 쿡 이사회와 이 사안을 협상 중이다.	소식통에 따르면 다수의 연금 위험 이전 전문가들과 새로운 '슈퍼펀드' 통합 차량 중 적어도 한 대는 토마스 쿡의 신탁관리자들과 거래에 대해 논의 중이라고 한다.	"소식통에 따르면, 다수의 연금 위험 이전 전문가와 새로운 ""슈퍼펀드"" 통합 차량 중 적어도 한 대가 토마스 쿡의 신탁관리자들과 거래에 대해 협의 중이라고 한다."	1	2	2	F	소식통 에 따르 면 다수 의 연금 위험 이전 전문가 들 과 새로운 ' 슈퍼 펀드 ' 통합 차량 중 적어도 한 대 는 토마스 쿡 의 신탁 관리자 들 과 거래 에 대해 논의 중 이 라고 한다 .	"소식통 에 따르 면 , 다수 의 연금 위험 이전 전문가 와 새로운 "" 슈퍼 펀드 "" 통합 차량 중 적어도 한 대 가 토마스 쿡 의 신탁 관리자 들 과 거래 에 대해 협의 중 이 라고 한다 ."
200	201	News of the trustees' efforts to secure members' benefits comes four days after Britain's oldest tour operator ceased trading, sparking an international repatriation programme and triggering thousands of job losses.	가입자들의 급여를 보장하기 위해 이사회가 노력을 기울이고 있다는 소식이 있기 사흘 전, 영국에서 가장 오래된 여행사인 토마스 쿡의 거래가 중단되어 여행객의 국제 송환 프로그램이 도입되고 수천 명이 일자리를 잃었다.	영국의 최고령 관광사업자가 국제 송환 프로그램을 촉발시키고 수천명의 일자리를 잃게 한 이후 4일만에 신탁관리자들이 회원들의 혜택을 확보하기 위해 노력했다는 소식이 전해졌다.	회원들의 혜택을 확보하려는 신탁관리자들의 노력에 대한 뉴스는 영국의 가장 오래된 관광 사업자가 거래를 중단하고 국제 송환 프로그램을 촉발시키고 수천 명의 실직 사태를 촉발시킨 지 나흘 만에 나온 것이다.	3	2	1	F	영국 의 최고령 관광 사업자 가 국제 송환 프로그램 을 촉발 시키 고 수천 명 의 일자리 를 잃 게 한 이후 4 일 만 에 신탁 관리자 들 이 회원 들 의 혜택 을 확보 하 기 위해 노력 했 다는 소식 이 전해졌 다 .	회원 들 의 혜택 을 확보 하 려는 신탁 관리자 들 의 노력 에 대한 뉴스 는 영국 의 가장 오래 된 관광 사업자 가 거래 를 중단 하 고 국제 송환 프로그램 을 촉발 시키 고 수천 명 의 실직 사태 를 촉발 시킨 지 나흘 만 에 나온 것 이 다 .
201	202	Thomas Cook's descent into insolvency has sparked a bitter blame game, with board members, government ministers and auditors all facing demands to explain their actions in the months before its collapse.	토마스 쿡의 몰락은 지급 불능 사태로 이어지면서 거센 비난이 일었고, 모든 이사진과 정부 각료들, 감사원들은 파산이 있기 수개월 전 자신들의 행동에 대한 해명을 요구 받았다.	토마스 쿡의 파산 강등은 이사회, 정부 장관, 감사원 모두가 파산 직전 몇 달 동안 자신들의 행동을 설명하라는 요구에 직면하는 등 격렬한 비난전을 불러일으켰다.	토마스 쿡의 파산으로의 하강은 이사진, 정부 장관, 감사관들이 모두 붕괴되기 몇 달 전에 그들의 행동을 설명해야 한다는 요구에 직면하면서 쓰라린 비난 게임을 촉발시켰다.	1	2	3	F	토마스 쿡 의 파산 강 등 은 이 사회 , 정부 장관 , 감사원 모두 가 파산 직전 몇 달 동안 자신 들 의 행동 을 설명 하 라는 요구 에 직면 하 는 등 격렬 한 비 난전 을 불러일으켰 다 .	토마스 쿡 의 파산 으로 의 하강 은 이 사진 , 정부 장관 , 감사관 들 이 모두 붕괴 되 기 몇 달 전 에 그 들 의 행동 을 설명 해야 한다는 요구 에 직면 하 면서 쓰라린 비난 게임 을 촉발 시켰 다 .
202	203	The company's four pension schemes are well-funded, with a £100m surplus on a PPF basis, according to the latest figures.	토마스 쿡의 4대 연금 제도는 최근 수치에 따르면 PPF 기준으로 1억 파운드의 흑자를 기록하며 충분한 자금을 바탕으로 한다.	최근 수치에 따르면, 이 회사의 4개 연금제도는 PPF 기준으로 1억 파운드의 흑자를 내며 자금이 충분하다.	최근 통계에 따르면 이 회사의 4개 연금 제도는 PPF 기준으로 100만 파운드의 흑자를 내는 등 자금이 풍부하다.	1	2	3	F	최근 수치 에 따르 면 , 이 회사 의 4 개 연금 제도 는 PPF 기준 으로 1 억 파운드 의 흑자 를 내 며 자금 이 충분 하 다 .	최근 통계 에 따르 면 이 회사 의 4 개 연금 제도 는 PPF 기준 으로 100 만 파운드 의 흑자 를 내 는 등 자금 이 풍부 하 다 .
203	204	Collectively, they hold assets worth about £1.5bn.	이를 합하면 이 회사의 자산 가치는 약 15억 파운드이다.	이들은 모두 합쳐서 약 15억 파운드 상당의 자산을 보유하고 있다.	총체적으로, 그들은 약 1.5억 파운드의 자산을 보유하고 있다.	1	1	2	F	이 들 은 모두 합쳐서 약 15 억 파운드 상당 의 자산 을 보유 하 고 있 다 .	총체 적 으로 , 그 들 은 약 1 . 5 억 파운드 의 자산 을 보유 하 고 있 다 .
204	205	However, as Sky News revealed last month, the trustees' demands for better terms in Thomas Cook's proposed rescue deal added a further complication to efforts to get the transaction across the line.	그러나 스카이뉴스가 지난달 보도한 바에 따르면, 이사회가 토마스 쿡이 제안한 구제 협상보다 더 나은 조건을 요구하면서 거래 성사가 쉽지 않아졌다.	그러나 스카이뉴스가 지난달 밝힌 바와 같이 토마스 쿡이 제안한 구조협상에서 더 나은 조건을 요구하면서 이 거래를 성사시키려는 노력이 더욱 복잡해졌다.	그러나 스카이뉴스가 지난달 밝힌 대로 토마스 쿡이 제안한 구조계약에서 더 나은 조건을 요구한 것은 거래를 성사시키기 위한 노력에 더 많은 합병증을 더했다.	1	2	3	F	그러나 스카이 뉴스 가 지난달 밝힌 바 와 같이 토마스 쿡 이 제안 한 구조 협상 에서 더 나 은 조건 을 요구 하 면서 이 거래 를 성사 시키 려는 노력 이 더욱 복잡 해졌 다 .	그러나 스카이 뉴스 가 지난달 밝힌 대로 토마스 쿡 이 제안 한 구조 계약 에서 더 나 은 조건 을 요구 한 것 은 거래 를 성사 시키 기 위한 노력 에 더 많 은 합병증 을 더 했 다 .
205	206	Thomas Cook's liquidation brought to an end 178 years of solvent trading, prompting the launch of inquiries by the government's Insolvency Service, the accounting watchdog and an influential committee of MPs.	토마스 쿡의 청산으로 178년의 탄탄한 사업은 막을 내렸고, 이에 따라 토마스 쿡은 정부 산하의 회계 감시 기관이자 영향력 있는 의회 위원회인 파산관리청의 조사를 받게 되었다.	토머스 쿡의 청산으로 178년간의 용제 거래가 종식되면서 정부의 부실관리국, 회계감시위원회, 영향력 있는 하원위원회의 질의가 시작됐다.	토마스 쿡의 청산은 178년의 용제 거래를 종식시켜 정부의 파산청구소, 회계감시원, 영향력 있는 하원의원 위원회의 문의가 시작되게 했다.	1	2	3	F	토머스 쿡 의 청산 으로 178 년 간 의 용제 거래 가 종식 되 면서 정부 의 부실 관리국 , 회계 감시 위원회 , 영향 력 있 는 하원 위원회 의 질의 가 시작 됐 다 .	토마스 쿡 의 청산 은 178 년 의 용제 거래 를 종식 시켜 정부 의 파 산청 구소 , 회계 감시원 , 영향 력 있 는 하원 의원 위원회 의 문의 가 시작 되 게 했 다 .
206	207	Ministers have established a taskforce to address the crisis, which has left creditors facing meagre returns from the post-insolvency sale of assets.	정부 각료들은 위기를 해결하기 위해 대책본부를 꾸렸고, 지급불능 상태 이후 자산 매각을 통해 채권단에게 쥐꼬리만한 수익이 돌아갔다.	장관들은 위기를 해결하기 위한 태스크포스(TF)를 구성했고, 이로 인해 채권자들은 파산 후 자산 매각으로 인한 수익률에 거의 직면하게 되었다.	장관들은 이 위기를 해결하기 위해 태스크포스를 설립했는데, 이로 인해 채권자들은 부실자산 매각으로 인한 미미한 수익에 직면하게 되었다.	2	3	1	F	장관 들 은 위기 를 해결 하 기 위한 태 스 크 포스 ( TF ) 를 구성 했 고 , 이 로 인해 채권자 들 은 파산 후 자산 매각 으로 인한 수익 률 에 거의 직면 하 게 되 었 다 .	장관 들 은 이 위기 를 해결 하 기 위해 태 스 크 포스 를 설립 했 는데 , 이 로 인해 채권자 들 은 부실 자산 매각 으로 인한 미미 한 수익 에 직면 하 게 되 었 다 .
207	208	To date, just under half of Thomas Cook's overseas British customers have been flown home.	지금까지도 출국한 토마스 쿡의 영국 국적 고객 중 절반 이상이 귀국하지 못했다.	현재까지 토마스 쿡의 해외 고객 중 절반 이하만이 귀국길에 올랐습니다.	현재까지 토마스 쿡의 해외 영국 고객 중 절반 미만이 집으로 날아갔다.	3	1	2	F	현재 까지 토마스 쿡 의 해외 고객 중 절반 이하 만 이 귀국 길 에 올랐 습니다 .	현재 까지 토마스 쿡 의 해외 영국 고객 중 절반 미만 이 집 으로 날아갔 다 .
208	209	Its collapse came hours after Thomas Cook issued a last-gasp plea to its lenders to reduce a £200m funding demand.	토마스 쿡은 정부에 2억 파운드의 긴급 자금의 규모를 줄여달라는 최후의 제안을 하고 몇 시간 안 돼 붕괴되었다.	토마스 쿡이 대출자들에게 2억 파운드의 자금 수요를 줄여달라는 마지막 탄원을 한 지 몇 시간 만에 붕괴됐다.	토마스 쿡이 200만 파운드의 자금조달 요구를 줄이자는 마지막 탄원서를 대출자들에게 발표한 지 몇 시간 만에 붕괴되었다.	2	1	3	F	토마스 쿡 이 대출자 들 에게 2 억 파운드 의 자금 수요 를 줄여 달 라는 마지막 탄원 을 한 지 몇 시간 만 에 붕괴 됐 다 .	토마스 쿡 이 200 만 파운드 의 자금 조달 요구 를 줄이 자는 마지막 탄원서 를 대출자 들 에게 발표 한 지 몇 시간 만 에 붕괴 되 었 다 .
209	210	What went so wrong for Thomas Cook?	토마스 쿡의 무엇이 그렇게 잘못됐던 것일까?	토마스 쿡에게 뭐가 그렇게 잘못됐지?	토머스 쿡에게 뭐가 그렇게 잘못됐을까?	1	1	1	F	토마스 쿡 에게 뭐 가 그렇게 잘못 됐 지 ?	토머스 쿡 에게 뭐 가 그렇게 잘못 됐 을까 ?
210	211	The talks, which concluded without a deal on Sunday evening, represented a frantic last throw of the dice for a company which had been forced to seek more than £1bn in new funding following a £1.5bn half-year loss and deteriorating trading.	일요일 저녁 소득 없이 끝난 협상은 반년간 15억 파운드를 잃고 거래가 악화된 후 신규 자금 10억 파운드 이상을 구해야 했던 한 회사에게 있어 절실한 최후의 순간이었다.	일요일 저녁 협상 없이 끝난 이 회담은 15억 파운드의 반년 적자와 악화된 거래로 인해 새로운 자금조달에 10억 파운드 이상을 투자해야 했던 회사에게 미친 듯이 마지막 승부수를 던진 것이었다.	일요일 저녁에 협상 없이 끝난 이번 회담은 1.5억 파운드의 손실과 악화된 거래에 이어 1억 파운드 이상의 새로운 자금을 조달해야 했던 한 회사에 미친 듯이 마지막 주사위를 던진 것을 의미했다.	1	2	3	F	일요일 저녁 협상 없이 끝난 이 회담 은 15 억 파운드 의 반년 적자 와 악화 된 거래 로 인해 새로운 자금 조달 에 10 억 파운드 이상 을 투자 해야 했 던 회사 에게 미친 듯이 마지막 승부수 를 던진 것 이 었 다 .	일요일 저녁 에 협상 없이 끝난 이번 회담 은 1 . 5 억 파운드 의 손실 과 악화 된 거래 에 이 어 1 억 파운드 이상 의 새로운 자금 을 조달 해야 했 던 한 회사 에 미친 듯이 마지막 주사위 를 던진 것 을 의미 했 다 .
211	212	Thomas Cook was founded in 1841 by a 32-year-old cabinet-maker and former Baptist preacher who began offering one-day rail excursions from Leicester to Loughborough for a shilling.	토마스 쿡은 1841년 한 32세 청년에 의해 설립되었다. 가구공이자 침례교 목사였던 그는 단돈 1실링으로 레스터에서 러프버러를 여행하는 당일 철도 여행 상품을 팔기 시작했다.	토마스 쿡은 1841년 레스터에서 러프버러까지 1실링으로 하루 동안 철도여행을 제공하기 시작한 32세의 내각제자이자 전 침례교 설교자에 의해 설립되었다.	토마스 쿡은 1841년 32세의 내각 제작자이자 침례교 설교자에 의해 설립되었으며, 레스터에서 러프 버러까지 1 실링을 위해 하루 동안의 철도 여행을 시작했습니다.	1	2	3	F	토마스 쿡 은 1841 년 레스터 에서 러프버러 까지 1 실링 으로 하루 동안 철도 여행 을 제공 하 기 시작 한 32 세 의 내각 제자 이 자 전 침례교 설교자 에 의해 설립 되 었 다 .	토마스 쿡 은 1841 년 32 세 의 내각 제작자 이 자 침례교 설교자 에 의해 설립 되 었 으며 , 레스터 에서 러프 버러 까지 1 실링 을 위해 하루 동안 의 철도 여행 을 시작 했 습니다 .
212	213	From there, it went on to become one of the world's largest holiday companies, marking its 175th anniversary three years ago.	그 후, 회사는 세계 최대 규모의 여행업체로 성장했고, 3년 전 설립 175주년을 기념했다.	이후 3년 전 창립 175주년을 맞이하며 세계 최대 명절 기업 중 하나가 되었다.	거기서부터 3년 전 175주년을 기념하여 세계 최대의 휴가 회사 중 하나가 되었다.	1	1	2	F	이후 3 년 전 창립 175 주년 을 맞이 하 며 세계 최대 명절 기업 중 하나 가 되 었 다 .	거기 서부터 3 년 전 175 주년 을 기념 하 여 세계 최대 의 휴가 회사 중 하나 가 되 었 다 .
213	214	"A PPF spokesperson said: ""Insolvency events, like the liquidation of Thomas Cook, are exactly why the PPF was set up.”"	연금보호기금 대변인에 따르면, “토마스 쿡의 청산과 같은 지급불능 사태에 대비해 연금보호기금이 설립된 것이다.”	"PPF 대변인은 ""토마스 쿡의 청산처럼 난처한 사건들이 바로 PPF가 설립된 이유""라고 말했다."	"PPF 대변인은 ""토머스 쿡의 청산과 같은 파산 사건이 바로 PPF가 설치된 이유""라고 말했다."	3	1	2	T	"PPF 대변인 은 "" 토마스 쿡 의 청산 처럼 난처 한 사건 들 이 바로 PPF 가 설립 된 이유 "" 라고 말 했 다 ."	"PPF 대변인 은 "" 토머스 쿡 의 청산 과 같 은 파산 사건 이 바로 PPF 가 설치 된 이유 "" 라고 말 했 다 ."
214	215	We are here to protect the financial futures of members belonging to defined benefit pension schemes and they should take comfort knowing we are here to protect them.	“우리는 확정 급여형 연금제도에 가입한 고객의 금융 선물을 보호하기 위해 존재하며, 그들은 우리가 보호한다는 사실에 안심해도 된다.”	"그는 ""우리는 확정급여연금제도에 속한 회원들의 재정미래를 보호하기 위해 여기에 있으며, 그들은 우리가 그들을 보호하기 위해 이곳에 있다는 것을 알고 위안을 삼아야 한다."""	"""우리는 확정급여연금제도에 속하는 회원들의 재정적인 미래를 보호하기 위해 여기에 왔고 그들은 우리가 그들을 보호하기 위해 여기에 있다는 것을 알고 위안을 삼아야 한다."""	3	2	1	F	"그 는 "" 우리 는 확정 급여 연금 제도 에 속한 회원 들 의 재정 미래 를 보호 하 기 위해 여기 에 있 으며 , 그 들 은 우리 가 그 들 을 보호 하 기 위해 이곳 에 있 다는 것 을 알 고 위안 을 삼 아야 한다 . """	""" 우리 는 확정 급여 연금 제도 에 속하 는 회원 들 의 재정 적 인 미래 를 보호 하 기 위해 여기 에 왔 고 그 들 은 우리 가 그 들 을 보호 하 기 위해 여기 에 있 다는 것 을 알 고 위안 을 삼 아야 한다 . """
215	216	A spokesman for Thomas Cook's pension trustees declined to comment on Friday.	토마스 쿡의 연금 이사회 대변인은 금요일 언급을 거부했다.	토마스 쿡의 연금관리위원회 대변인은 금요일 언급을 거부했다.	토마스 쿡의 연금 수탁자 대변인은 금요일에 언급을 회피했다.	1	1	1	F	토마스 쿡 의 연금 관리 위원회 대변인 은 금요일 언급 을 거부 했 다 .	토마스 쿡 의 연금 수탁자 대변인 은 금요일 에 언급 을 회피 했 다 .
216	217	The Who STOP concert last night: Friday and Sunday shows CANCELLED	더 후, 지난밤 콘서트 중단해: 금요일, 일요일 공연 모두 취소	어젯밤의 Who STOP 콘서트: 금요일과 일요일은 Canceled를 방영합니다.	어젯밤 Who STOP 콘서트: 금요일과 일요일은 CANCELLED를 보여준다.	1	3	2	F	어젯밤 의 Who STOP 콘서트 : 금요일 과 일요일 은 Canceled 를 방영 합니다 .	어젯밤 Who STOP 콘서트 : 금요일 과 일요일 은 CANCELLED 를 보여준다 .
217	218	Rock legends The Who are on a major US tour.	록계의 전설적인 밴드 더 후가 대규모 미국 투어 중이다.	록의 전설 더 후가 미국 메이저 투어를 하고 있다.	록 전설 The Who are on a jiginal US tour.	1	2	3	F	록 의 전설 더 후 가 미국 메이저 투어 를 하 고 있 다 .	록 전설 The Who are on a jiginal US tour .
218	219	In Houston, Texas, Roger Daltrey was forced to call off the concert less than halfway through.	로저 돌트리는 텍사스 휴스턴에서 열린 콘서트를 절반도 하지 않고 도중에 취소해야 했다.	텍사스주 휴스턴에서 로저 달트리는 공연을 절반도 채 못 가서 취소해야만 했다.	텍사스 휴스턴에서 로저 달트리는 중간도 안 되는 시간에 콘서트를 취소해야 했다.	1	2	3	F	텍사스 주 휴스턴 에서 로저 달트리 는 공연 을 절반 도 채 못 가 서 취소 해야 만 했 다 .	텍사스 휴스턴 에서 로저 달트리 는 중간 도 안 되 는 시간 에 콘서트 를 취소 해야 했 다 .
219	220	"The 75-year-old told the disappointed audience: ""I think I should quit while I'm ahead."""	향년 75세인 그는 실망한 관중에게 이렇게 말했다. “할 수 있을 때 그만둬야겠다.”	"75세의 노인은 실망한 청중들에게 ""내가 앞서 있을 때 그만둬야 한다고 생각한다."""	"75세의 이 선수는 실망한 청중들에게 ""내가 앞서 있는 동안 그만둬야 할 것 같다."""	1	2	2	F	"75 세 의 노인 은 실망 한 청중 들 에게 "" 내 가 앞서 있 을 때 그만둬야 한다고 생각 한다 . """	"75 세 의 이 선수 는 실망 한 청중 들 에게 "" 내 가 앞서 있 는 동안 그만둬야 할 것 같 다 . """
220	221	The band had performed eight songs already but promised to try and return for another show one day in the future.	이 밴드는 이미 8곡이나 연주했지만 나중에 다른 공연으로 돌아올 수 있도록 노력하겠다고 약속했다.	이 밴드는 이미 8곡을 공연했지만 언젠가 또 다른 공연을 위해 노력하겠다고 약속했다.	밴드는 이미 8 곡을 연주했지만 언젠가 다른 쇼를 위해 다시 노력하겠다고 약속했습니다.	1	2	3	F	이 밴드 는 이미 8 곡 을 공연 했 지만 언젠가 또 다른 공연 을 위해 노력 하 겠 다고 약속 했 다 .	밴드 는 이미 8 곡 을 연주 했 지만 언젠가 다른 쇼 를 위해 다시 노력 하 겠 다고 약속 했 습니다 .
221	222	Watch the video of how it all unfolded on stage.	무대에서 이 모든 일이 어떻게 벌어졌는지는 영상을 통해 확인할 수 있다.	무대 위에서 어떻게 펼쳐졌는지 영상을 보세요.	무대에서 어떻게 펼쳐졌는지 비디오를 보라.	1	3	2	F	무대 위 에서 어떻게 펼쳐졌 는지 영상 을 보 세요 .	무대 에서 어떻게 펼쳐졌 는지 비디오 를 보 라 .
222	223	After playing classic 1982 track Eminence Front, Daltrey called it quits.	돌트리는 대표적인 1982년 트랙인 에미넌스 프론트를 연주한 후 공연 중단을 요청했다.	1982년 클래식 트랙인 Emliance Front를 연주한 후, Daltrey는 그것을 그만두었다.	1982년 클래식 트랙 Eminence Front를 연주한 후, Daltrey는 그것을 그만두라고 불렀다.	1	2	3	F	1982 년 클래식 트랙 인 Emliance Front 를 연주 한 후 , Daltrey 는 그것 을 그만두 었 다 .	1982 년 클래식 트랙 Eminence Front 를 연주 한 후 , Daltrey 는 그것 을 그만두 라고 불렀 다 .
223	224	he has struggled with vocal issues and apparently is under strict instructions from his surgeon.	그는 성대에 이상이 생겨 문제를 겪고 있었고 주치의의 엄격한 주의를 받은 상태였다.	발성 문제로 어려움을 겪고 있고 외과의의 엄격한 지시를 받고 있는 것으로 보입니다.	그는 성대 문제로 고생해왔고 외과의사의 엄격한 지시를 받고 있는 것 같다.	1	3	2	T	발성 문제 로 어려움 을 겪 고 있 고 외과의 의 엄격 한 지시 를 받 고 있 는 것 으로 보입니다 .	그 는 성대 문제 로 고생 해 왔 고 외과의사 의 엄격 한 지시 를 받 고 있 는 것 같 다 .
224	225	The British star told the crowd he couldn't go on with the show:	영국의 스타인 돌트리는 관중들에게 공연을 계속할 수 없다고 다음과 같이 말했다.	이 영국 스타는 관중들에게 공연을 계속할 수 없다고 말했다.	그 영국 스타는 군중들에게 그 쇼를 계속할 수 없다고 말했다.	2	1	1	F	이 영국 스타 는 관중 들 에게 공연 을 계속 할 수 없 다고 말 했 다 .	그 영국 스타 는 군중 들 에게 그 쇼 를 계속 할 수 없 다고 말 했 다 .
225	226	If I carry on trying to do what I'm doing for you, I'm going to damage myself.	여러분을 위해 공연을 계속하면 내가 다칠 것이다.	내가 널 위해 계속 노력한다면 나 자신을 해칠 거야.	내가 너를 위해 하는 일을 계속하려고 하면, 나는 내 자신을 손상시킬 것이다.	1	2	1	F	내 가 널 위해 계속 노력 한다면 나 자신 을 해칠 거 야 .	내 가 너 를 위해 하 는 일 을 계속 하 려고 하 면 , 나 는 내 자신 을 손상 시킬 것 이 다 .
226	227	 I think I should quit while I'm ahead…	할 수 있을 때 그만해야겠다…	내가 앞서 있을 때 그만둬야 할 것 같아…	내가 앞서가는 동안 그만둬야 할 것 같아...	1	2	2	F	내 가 앞서 있 을 때 그만둬야 할 것 같 아 …	내 가 앞서 가 는 동안 그만둬야 할 것 같 아 . ..
