	Segment ID	Before_tokens	After_tokens	TER
160	161	바 는 7 월 25 일 통화 에서 여러 차례 언급 되 었 고 , 트럼프 측 변호사 인 루돌프 줄리아니 도 언급 되 었 다 .	바 는 7 월 25 일 통화 에서 여러 차례 언급 되 었 고 , 트럼프 측 변호사 인 루돌프 줄리아니 도 언급 되 었 다 .	0.0
161	162	"백악관 관리 들 이 통화 기록 을 "" 잠금 "" 하 려 할 정도 로 우려 를 표했 다고 이 고소 는 전했 습니다 ."	"백악관 관리 들 이 통화 기록 을 "" 잠금 "" 하 려 할 정도 로 우려 를 표했 다고 이 고소 는 전했 습니다 ."	0.0
162	163	"펠로시 의장 은 14 일 MSNBC 와 의 인터뷰 에서 "" 바르 가 불량 으로 변했 다 "" 고 말 했 다 ."	"펠로시 의장 은 14 일 MSNBC 와 의 인터뷰 에서 "" 바르 가 불량 으로 변했 다 "" 고 말 했 다 ."	0.0
163	164	그 들 이 어디 로 가 는지 은폐 하 려는 것 같 아 .	그 들 이 어디 로 가 는지 은폐 하 려는 것 같 아 .	0.0
164	165	법무부 가 그렇게 나쁜 짓 을 하 다니 슬프 네요	법무부 가 그렇게 나쁜 짓 을 하 다니 슬프 네요	0.0
165	166	음 , 그 들 은 꽤 오래 되 었 어 . 지금 은 상황 을 더 악화 시킬 뿐 이 지	음 , 그 들 은 꽤 오래 되 었 어 . 지금 은 상황 을 더 악화 시킬 뿐 이 지	0.0
166	167	펠로시 는 이번 주 트럼프 대통령 이 우크라이나 에 대한 군사 지원 을 유보 했 음 을 인정 하 자 공식 탄핵 조사 를 발표 했 다 .	펠로시 는 이번 주 트럼프 대통령 이 우크라이나 에 대한 군사 지원 을 유보 했 음 을 인정 하 자 공식 탄핵 조사 를 발표 했 다 .	0.0
167	168	이번 지원 은 결국 승인 됐 지만 하원 민주당 의원 들 은 원조 와 관련 이 있 는지 알 고 싶 어 하 고 트럼프 는 젤 렌 스키 에게 우크라 이나 가스 회사 에서 5 년 간 일 한 헌터 바이든 을 조사 하 라고 요청 했 다 .	이번 지원 은 결국 승인 됐 지만 하원 민주당 의원 들 은 원조 와 관련 이 있 는지 알 고 싶 어 하 고 트럼프 는 젤 렌 스키 에게 우크라 이나 가스 회사 에서 5 년 간 일 한 헌터 바이든 을 조사 하 라고 요청 했 다 .	0.0
168	169	또한 금요일 거의 300 명 의 전직 미국 외교 정책 및 국가 안보 관료 들 이 탄핵 조사 를 지지 하 는 서한 에 서명 했 다 .	또한 금요일 거의 300 명 의 전직 미국 외교 정책 및 국가 안보 관료 들 이 탄핵 조사 를 지지 하 는 서한 에 서명 했 다 .	0.0
169	170	"연합 은 트럼프 의 행동 이 "" 심각 한 국가 안보 우려 "" 라고 말 했 다 ."	"연합 은 트럼프 의 행동 이 "" 심각 한 국가 안보 우려 "" 라고 말 했 다 ."	0.0
170	171	"서한 에 는 "" 우리 는 펠로시 의장 을 포함 한 의회 의원 들 에게 박수 를 보낸다 "" 고 적혀 있 다 ."	"서한 에 는 "" 우리 는 펠로시 의장 을 포함 한 의회 의원 들 에게 박수 를 보낸다 "" 고 적혀 있 다 ."	0.0
171	172	트럼프 대통령 은 이 땅 에서 최고 위직 의 권위 와 자원 을 활용 해 우리 민주주의 과정 에 추가 적 인 외국 의 간섭 을 유도 한 것 으로 보인다 .	트럼프 대통령 은 이 땅 에서 최고 위직 의 권위 와 자원 을 활용 해 우리 민주주의 과정 에 추가 적 인 외국 의 간섭 을 유도 한 것 으로 보인다 .	0.0
172	173	그것 은 비 양심 적 인 권력 남용 이 될 것 이 다 .	"그것 은 비 양심 적 인 권력 남용 이 될 것 입니다 . """	0.2143
173	174	""" 그것 은 또한 미국 의 국익 , 그리고 우리 의 가장 가까운 동맹국 들 과 파트너 들 의 이익 을 대통령 의 개인 적 정치 적 이익 에 종속 시키 려는 노력 을 의미 할 것 입니다 . """	""" 그것 은 또한 미국 의 국익 , 그리고 우리 의 가장 가까운 동맹국 들 과 파트너 들 의 이익 을 대통령 의 개인 적 정치 적 이익 에 종속 시키 려는 노력 을 의미 할 것 입니다 . """	0.0
174	175	트럼프 는 이 전화 에 어떠 한 부적 절함 도 없 다고 부인 했 다 .	트럼프 는 이 전화 에 어떠 한 부적 절함 도 없 다고 부인 했 다 .	0.0
175	176	"금요일 , 그 는 고소인 을 비난 하 고 젤 렌 스키 와 의 통화 는 "" 완벽 한 대화 "" 였 다고 다시 말 했 다 ."	"금요일 , 그 는 고소인 을 비난 하 고 젤 렌 스키 와 의 통화 는 "" 완벽 한 대화 였 다 "" 고 다시 말 했 다 . """	0.1333
176	177	"그 는 트위터 를 통해 "" 점점 내부 고발자 처럼 들리 는 것 은 내부 고발자 가 아니 다 "" 라고 밝혔 다 ."	"그 는 트위터 를 통해 "" 점점 내부 고발자 처럼 들리 는 것 은 내부 고발자 가 아니 다 "" 라고 밝혔 다 ."	0.0
177	178	게다가 , 너무 부 정확 한 것 으로 판명 된 모든 중고 정보 들 은 유출 자 나 스파이 가 그 혹은 그녀 에게 그것 을 먹이 는 다른 사람 이 없 었 을지 도 모른다 .	""" 게다가 , 너무 부 정확 한 것 으로 판명 된 모든 중고 정보 는 유출 자 나 스파이 가 그 사람 에게 정보 를 제공 하 는 것 이 아니 었 을까요 ?"	0.4706
178	179	당파 공작원 ?	"당파 공작원 ? """	0.25
179	180	마이크 펜스 부통령 은 내부 고발자 고발 쇼인 우크라 이나 지도자 들 과 도 교류 를 했 으며 이달 초 폴란드 에서 젤 렌 스키 대통령 과 만났 다 .	마이크 펜스 부통령 은 내부 고발자 고발 쇼인 우크라 이나 지도자 들 과 도 교류 를 했 으며 이달 초 폴란드 에서 젤 렌 스키 대통령 과 만났 다 .	0.0
180	181	그 는 조 바이든 이나 헌터 바이든 모두 논의 되 지 않 았 다고 말 했 다 .	그 는 조 바이든 이나 헌터 바이든 모두 논의 되 지 않 았 다고 말 했 다 .	0.0
181	182	세 명 의 스코틀랜드 학생 이 유럽 최고 학생 으로 선정 되 었 다 .	세 명 의 스코틀랜드 학생 이 유럽 최고 학생 으로 선정 되 었 다 .	0.0
182	183	던디 대학교 학생 3 명 이 유럽 최고 의 졸업 생 으로 지역 수상자 로 선정 되 었 다 .	던디 대학교 학생 3 명 이 유럽 최고 의 졸업 생 으로 지역 수상자 로 선정 되 었 다 .	0.0
183	184	던 디대 학생 들 은 2019 글로벌 학부 상 에서 유럽 각 분야 최고 졸업 생 으로 선정 됐 고 , 같 은 대학 5 명 은 심사 위원 들 로부터 극찬 을 받 았 다 .	던 디대 학생 들 은 2019 글로벌 학부 상 에서 유럽 각 분야 최고 졸업 생 으로 선정 됐 고 , 같 은 대학 5 명 은 심사 위원 들 로부터 극찬 을 받 았 다 .	0.0
184	185	분자 유전학 을 졸업 한 스콧 쉘 드릭 은 유럽 생명 과 학상 을 , 체스터 콘포드 는 MSC 정신 건강 간호 를 공부 해 간호 , 산파 및 연합 의료 상 을 , 롤라 니브 는 시각 예 술상 을 수상 했 다 .	분자 유전학 을 졸업 한 스콧 쉘 드릭 은 유럽 생명 과 학상 을 , 체스터 콘포드 는 MSC 정신 건강 간호 를 공부 해 간호 , 산파 및 연합 의료 상 을 , 롤라 니브 는 시각 예 술상 을 수상 했 다 .	0.0
185	186	3 명 모두 글로벌 결승 에 진출 했 지만 최종 라운드 에서 전 세계 3500 여 명 과 치열 한 경쟁 을 벌이 다 패했 다 .	3 명 모두 글로벌 결승 에 진출 했 지만 최종 라운드 에서 전 세계 3500 여 명 과 치열 한 경쟁 을 벌이 다 패했 다 .	0.0
186	187	"이 대학 의 교감 인 블레어 그루브 교수 는 "" 이 단계 로 가 기 위해 우리 학생 들 과 졸업 생 들 은 세계 일류 대학 에 다니 는 동료 들 의 경쟁 에 직면 했 다 "" 고 말 했 다 ."	"이 대학 의 블레어 그루브 교감 은 "" 이 단계 에 도달 하 기 위해 우리 학생 들 과 졸업 생 들 은 세계 일류 대학 에 다니 는 동료 들 의 경쟁 에 직면 했 다 "" 고 말 했 다 ."	0.1628
187	188	""" 전 세계 수천 명 의 학생 들 이 치열 한 경쟁 을 벌이 고 있 는 이번 학부 시상식 은 우리 학생 들 의 질 과 그 들 이 이곳 에서 받 는 교육 을 잘 반영 하 는 상 으로 , 수상자 들 사이 에서 던디 가 매우 강력 하 게 대표 되 고 있 습니다 ."	""" 전 세계 수천 명 의 학생 들 이 치열 한 경쟁 을 벌이 고 있 는 이번 학부 시상식 은 우리 학생 들 의 질 과 그 들 이 이곳 에서 받 는 교육 이 잘 반영 되 어 있 어 수상자 들 사이 에서 던디 가 매우 강력 하 게 대표 되 고 있 습니다 . """	0.1186
188	189	""" 저 는 스콧 , 체스터 , 롤라 에게 이 환상 적 인 성과 에 대해 깊 은 축하 를 드리 고 싶 습니다 . 그리고 다른 던디 대표 들 과 함께 높 은 평가 를 받 았 습니다 . """	""" 저 는 스콧 , 체스터 , 롤라 에게 이 환상 적 인 성과 에 대해 깊 은 축하 를 드리 고 싶 습니다 . 그리고 다른 던디 대표 들 과 함께 높 은 평가 를 받 았 습니다 . """	0.0
189	190	또 다른 5 명 의 학생 은 세계 유수 의 학부 생 대상 프로그램 에서 칭찬 받 았 는데 , 이 프로그램 은 학부 생 들 이 이 를 통해 완성 한 최고 의 작품 을 전 세계 청중 과 공유 하 기 위한 것 이 다 .	또 다른 5 명 의 학생 은 세계 유수 의 학부 생 대상 프로그램 에서 칭찬 받 았 는데 , 이 프로그램 은 학부 생 들 이 이 를 통해 완성 한 최고 의 작품 을 전 세계 청중 과 공유 하 기 위한 것 이 다 .	0.0
190	191	니콜라스 갤러거 와 제임스 오스본 ( 생명 과학 ) , 이시카와 구타 이 페렌츠 코스케 ( 의학 ) , 스콧 케이틀린 ( 해부 과학 ) , 요코야마 와코 ( 철학 ) 등 5 명 의 칭송 받 는 학생 들 이 포함 됐 다 .	니콜라스 갤러거 와 제임스 오스본 ( 생명 과학 ) , 이시카와 구타 이 페렌츠 코스케 ( 의학 ) , 스콧 케이틀린 ( 해부 과학 ) , 요코야마 와코 ( 철학 ) 등 5 명 의 칭송 받 는 학생 들 이 포함 됐 다 .	0.0
191	192	이 대회 는 최고 의 학부 과정 연구 를 기념 하 며 전 세계 학생 과 최근 졸업 생 간 의 협업 을 만드 는 데 도움 이 됩니다 .	이 대회 는 최고 의 학부 과정 연구 를 기념 하 며 전 세계 학생 과 최근 졸업 생 간 의 협업 을 만드 는 데 도움 이 됩니다 .	0.0
192	193	토마스 쿡 연금 신탁 자 , 보상금 인양 음모	토마스 쿡 연금 신탁 자 , 보상금 인양 음모	0.0
193	194	토마스 쿡 의 연금 기금 은 무너진 여행 그룹 의 퇴직 급여 를 구제 하 기 위한 협상 에 대해 전문 보험 사 들 과 논의 를 시작 했 다 .	토마스 쿡 의 연금 기금 은 무너진 여행 그룹 의 퇴직 급여 를 구제 하 기 위한 협상 에 대해 전문 보험 사 들 과 논의 를 시작 했 다 .	0.0
194	195	스카이 뉴스 는 스티브 서던 이사회 의장 이 토마스 쿡 의 1 만 4000 명 의 연금 제도 가 급감 하 는 것 을 피할 수 있 는 인수 협상 에 대해 여러 정당 과 협의 하 고 있 다는 사실 을 알 게 됐 다 .	스카이 뉴스 는 스티브 서던 이사회 의장 이 토마스 쿡 의 1 만 4000 명 의 연금 제도 가 급감 하 는 것 을 피할 수 있 는 인수 협상 에 대해 여러 정당 과 협의 하 고 있 다는 사실 을 알 게 됐 다 .	0.0
195	196	보험 사와 의 어떤 거 래도 연금 보호 기금 ( PPF ) 구명정 에 대한 연금 제도 의 이전 으로 촉발 된 10 % 보다 완만 한 급여 삭감 을 수반 할 것 입니다 .	보험 사와 의 어떤 거 래도 연금 보호 기금 ( PPF ) 구명정 에 대한 연금 제도 의 이전 으로 촉발 된 10 % 보다 완만 한 급여 삭감 을 수반 할 것 입니다 .	0.0
196	197	이 논의 는 매우 예비 적 인 단계 이 며 , 성공 적 이 더라도 토마스 쿡 계획 이 PPF 의 평가 를 거친 후 에 나 거래 가 성사 될 것 입니다 .	이 논의 는 매우 예비 적 인 단계 에 있 으며 , 성공 적 이 더라도 토마스 쿡 계획 이 PPF 의 평가 를 거친 후 에 나 거래 가 성사 될 것 이 다 .	0.1389
197	198	토마스 쿡 의 보스 들 은 무엇 이 붕괴 를 초래 했 는지 에 대한 조사 에 직면 해 있 다 .	토마스 쿡 상사 는 무엇 이 붕괴 를 초래 했 는지 에 대한 조사 를 받 게 된다 .	0.4737
198	199	그 기간 은 최대 2 년 이 걸릴 수 있 으며 , 만약 이 제도 가 시행 된다면 약 10 , 000 명 의 미래 연금 수급 자 들 이 10 % 의 급여 를 삭감 하 게 될 것 이 다 .	그 기간 은 최대 2 년 이 걸릴 수 있 으며 , 만약 이 제도 가 시행 된다면 약 10 , 000 명 의 미래 연금 수급 자 들 이 10 % 의 급여 를 삭감 하 게 될 것 이 다 .	0.0
199	200	소식통 에 따르 면 다수 의 연금 위험 이전 전문가 들 과 새로운 ' 슈퍼 펀드 ' 통합 차량 중 적어도 한 대 는 토마스 쿡 의 신탁 관리자 들 과 거래 에 대해 논의 중 이 라고 한다 .	소식통 에 따르 면 다수 의 연금 위험 이전 전문가 들 과 새로운 ' 슈퍼 펀드 ' 통합 차량 중 적어도 한 대 는 토마스 쿡 의 신탁 관리자 들 과 거래 에 대해 논의 중 이 라고 한다 .	0.0
200	201	영국 의 최고령 관광 사업자 가 국제 송환 프로그램 을 촉발 시키 고 수천 명 의 일자리 를 잃 게 한 이후 4 일 만 에 신탁 관리자 들 이 회원 들 의 혜택 을 확보 하 기 위해 노력 했 다는 소식 이 전해졌 다 .	영국 의 최고령 관광 사업자 가 국제 송환 프로그램 을 촉발 시키 고 수천 명 의 일자리 를 잃 게 한 이후 4 일 만 에 신탁 관리자 들 이 회원 들 의 혜택 을 확보 하 기 위해 노력 했 다는 소식 이 전해졌 다 .	0.0
201	202	토마스 쿡 의 파산 강 등 은 이 사회 , 정부 장관 , 감사원 모두 가 파산 직전 몇 달 동안 자신 들 의 행동 을 설명 하 라는 요구 에 직면 하 는 등 격렬 한 비 난전 을 불러일으켰 다 .	토마스 쿡 의 파산 강 등 은 이 사회 , 정부 장관 , 감사원 모두 가 파산 직전 몇 달 동안 자신 들 의 행동 을 설명 하 라는 요구 에 직면 하 는 등 격렬 한 비 난전 을 불러일으켰 다 .	0.0
202	203	최근 수치 에 따르 면 , 이 회사 의 4 개 연금 제도 는 PPF 기준 으로 1 억 파운드 의 흑자 를 내 며 자금 이 충분 하 다 .	최근 수치 에 따르 면 , 이 회사 의 4 개 연금 제도 는 PPF 기준 으로 1 억 파운드 의 흑자 를 내 며 자금 이 충분 하 다 .	0.0
203	204	이 들 은 모두 합쳐서 약 15 억 파운드 상당 의 자산 을 보유 하 고 있 다 .	이 들 은 모두 합쳐서 약 15 억 파운드 상당 의 자산 을 보유 하 고 있 다 .	0.0
204	205	그러나 스카이 뉴스 가 지난달 밝힌 바 와 같이 토마스 쿡 이 제안 한 구조 협상 에서 더 나 은 조건 을 요구 하 면서 이 거래 를 성사 시키 려는 노력 이 더욱 복잡 해졌 다 .	그러나 스카이 뉴스 가 지난달 밝힌 바 와 같이 토마스 쿡 이 제안 한 구조 협상 에서 더 나 은 조건 을 요구 하 면서 이 거래 를 성사 시키 려는 노력 이 더욱 복잡 해졌 다 .	0.0
205	206	토머스 쿡 의 청산 으로 178 년 간 의 용제 거래 가 종식 되 면서 정부 의 부실 관리국 , 회계 감시 위원회 , 영향 력 있 는 하원 위원회 의 질의 가 시작 됐 다 .	토머스 쿡 의 청산 으로 178 년 간 의 용제 거래 가 종식 되 면서 정부 의 부실 관리국 , 회계 감시 위원회 , 영향 력 있 는 하원 위원회 의 질의 가 시작 됐 다 .	0.0
206	207	장관 들 은 위기 를 해결 하 기 위한 태 스 크 포스 ( TF ) 를 구성 했 고 , 이 로 인해 채권자 들 은 파산 후 자산 매각 으로 인한 수익 률 에 거의 직면 하 게 되 었 다 .	장관 들 은 위기 를 해결 하 기 위한 태 스 크 포스 ( TF ) 를 구성 했 고 , 이 로 인해 채권자 들 은 파산 후 자산 매각 으로 인한 수익 률 에 거의 직면 하 게 되 었 다 .	0.0
207	208	현재 까지 토마스 쿡 의 해외 고객 중 절반 이하 만 이 귀국 길 에 올랐 습니다 .	현재 까지 토마스 쿡 의 해외 고객 중 절반 이하 만 이 귀국 길 에 올랐 습니다 .	0.0
208	209	토마스 쿡 이 대출자 들 에게 2 억 파운드 의 자금 수요 를 줄여 달 라는 마지막 탄원 을 한 지 몇 시간 만 에 붕괴 됐 다 .	토마스 쿡 이 대출자 들 에게 2 억 파운드 의 자금 수요 를 줄여 달 라는 마지막 탄원 을 한 지 몇 시간 만 에 붕괴 됐 다 .	0.0
209	210	토마스 쿡 에게 뭐 가 그렇게 잘못 됐 지 ?	토마스 쿡 에게 뭐 가 그렇게 잘못 됐 지 ?	0.0
210	211	일요일 저녁 협상 없이 끝난 이 회담 은 15 억 파운드 의 반년 적자 와 악화 된 거래 로 인해 새로운 자금 조달 에 10 억 파운드 이상 을 투자 해야 했 던 회사 에게 미친 듯이 마지막 승부수 를 던진 것 이 었 다 .	일요일 저녁 협상 없이 끝난 이 회담 은 15 억 파운드 의 반년 적자 와 악화 된 거래 로 인해 새로운 자금 조달 에 10 억 파운드 이상 을 투자 해야 했 던 회사 에게 미친 듯이 마지막 승부수 를 던진 것 이 었 다 .	0.0
211	212	토마스 쿡 은 1841 년 레스터 에서 러프버러 까지 1 실링 으로 하루 동안 철도 여행 을 제공 하 기 시작 한 32 세 의 내각 제자 이 자 전 침례교 설교자 에 의해 설립 되 었 다 .	토마스 쿡 은 1841 년 레스터 에서 러프버러 까지 1 실링 으로 하루 동안 철도 여행 을 제공 하 기 시작 한 32 세 의 내각 제자 이 자 전 침례교 설교자 에 의해 설립 되 었 다 .	0.0
212	213	이후 3 년 전 창립 175 주년 을 맞이 하 며 세계 최대 명절 기업 중 하나 가 되 었 다 .	이후 3 년 전 창립 175 주년 을 맞이 하 며 세계 최대 명절 기업 중 하나 가 되 었 다 .	0.0
213	214	"PPF 대변인 은 "" 토마스 쿡 의 청산 처럼 난처 한 사건 들 이 PPF 를 설립 하 게 된 정확 한 이유 "" 라고 말 했 다 ."	"PPF 대변인 은 "" 토마스 쿡 의 청산 처럼 난처 한 사건 들 이 바로 PPF 가 설립 된 이유 "" 라고 말 했 다 ."	0.2308
214	215	"그 는 "" 우리 는 확정 급여 연금 제도 에 속한 회원 들 의 재정 미래 를 보호 하 기 위해 여기 에 있 으며 , 그 들 은 우리 가 그 들 을 보호 하 기 위해 이곳 에 있 다는 것 을 알 고 위안 을 삼 아야 한다 . """	"그 는 "" 우리 는 확정 급여 연금 제도 에 속한 회원 들 의 재정 미래 를 보호 하 기 위해 여기 에 있 으며 , 그 들 은 우리 가 그 들 을 보호 하 기 위해 이곳 에 있 다는 것 을 알 고 위안 을 삼 아야 한다 . """	0.0
215	216	토마스 쿡 의 연금 관리 위원회 대변인 은 금요일 언급 을 거부 했 다 .	토마스 쿡 의 연금 관리 위원회 대변인 은 금요일 언급 을 거부 했 다 .	0.0
216	217	어젯밤 의 Who STOP 콘서트 : 금요일 과 일요일 은 Canceled 를 방영 합니다 .	어젯밤 의 Who STOP 콘서트 : 금요일 과 일요일 은 Canceled 를 방영 합니다 .	0.0
217	218	록 의 전설 더 후 가 미국 메이저 투어 를 하 고 있 다 .	록 의 전설 더 후 가 미국 메이저 투어 를 하 고 있 다 .	0.0
218	219	텍사스 주 휴스턴 에서 로저 달트리 는 공연 을 절반 도 채 못 가 서 취소 해야 만 했 다 .	텍사스 주 휴스턴 에서 로저 달트리 는 공연 을 절반 도 채 못 가 서 취소 해야 만 했 다 .	0.0
219	220	"75 세 의 노인 은 실망 한 청중 들 에게 "" 내 가 앞서 있 을 때 그만둬야 한다고 생각 한다 . """	"75 세 의 노인 은 실망 한 청중 들 에게 "" 내 가 앞서 있 을 때 그만둬야 한다고 생각 한다 . """	0.0
220	221	이 밴드 는 이미 8 곡 을 공연 했 지만 언젠가 또 다른 공연 을 위해 노력 하 겠 다고 약속 했 다 .	이 밴드 는 이미 8 곡 을 공연 했 지만 언젠가 또 다른 공연 을 위해 노력 하 겠 다고 약속 했 다 .	0.0
221	222	무대 위 에서 어떻게 펼쳐졌 는지 영상 을 보 세요 .	무대 위 에서 어떻게 펼쳐졌 는지 영상 을 보 세요 .	0.0
222	223	1982 년 클래식 트랙 인 Emliance Front 를 연주 한 후 , Daltrey 는 그것 을 그만두 었 다 .	1982 년 클래식 트랙 인 Emliance Front 를 연주 한 후 , Daltrey 는 그것 을 그만두 었 다 .	0.0
223	224	발성 문제 로 어려움 을 겪 고 있 고 외과의 의 엄격 한 지시 를 받 고 있 는 것 으로 보입니다 .	발성 문제 로 어려움 을 겪 고 있 고 외과의 의 엄격 한 지시 를 받 고 있 는 것 으로 보입니다 .	0.0
224	225	이 영국 스타 는 관중 들 에게 공연 을 계속 할 수 없 다고 말 했 다 .	이 영국 스타 는 관중 들 에게 공연 을 계속 할 수 없 다고 말 했 다 .	0.0
225	226	""" 만약 내 가 당신 을 위해 하 는 일 을 계속 하 려고 한다면 , 나 는 나 자신 을 해칠 것 입니다 ."	내 가 널 위해 계속 노력 한다면 나 자신 을 해칠 거 야 .	1.0714
226	227	내 가 앞서 있 을 때 그만둬야 할 것 같 아 …	내 가 앞서 있 을 때 그만둬야 할 것 같 아 …	0.0
227	228	"저번 에 는 병원 에 한 달 동안 입원 했 는데 다시 는 안 갈 거 예요 . 죄송 합니다 . """	저번 에 는 병원 에 한 달 동안 입원 했 는데 다시 는 안 갈 거 예요 . 죄송 해요 .	0.0952
228	229	"피트 타운센드 는 관객 들 에게 무슨 일 이 벌어지 고 있 는지 설명 했 다 . "" 그 가 더 이상 할 수 없 는 것 처럼 들리 는데 , 유감 스럽 게 도 . .."""	"피트 타운센드 는 관객 들 에게 무슨 일 이 벌어지 고 있 는지 설명 했 다 . "" 그 가 더 이상 할 수 없 는 것 처럼 들리 는데 , 유감 스럽 게 도 . .."""	0.0
229	230	밴드 는 무대 를 떠났 고 , 원래 Roger 없이 나머지 세트 를 해결 하 려고 노력 하 겠 다고 암시 했 다 .	밴드 는 무대 를 떠났 고 , 원래 Roger 없이 나머지 세트 를 해결 하 려고 노력 하 겠 다고 암시 했 다 .	0.0
230	231	"그 가 돌아왔 을 때 타운센드 는 "" 정말 정말 죄송 합니다 ."	"그 가 돌아왔 을 때 타운센드 는 "" 정말 정말 죄송 합니다 ."	0.0
231	232	Roger 는 지금 실제로 말 할 수 없 습니다 .	"Roger 는 지금 실제로 말 할 수 없 습니다 . """	0.0909
232	233	""" 분명히 , 쇼 전 에 그 는 의사 를 만났 고 , 알 다시피 , 그 는 이번 투어 를 통해 노래 를 아주 잘 불렀 습니다 ."	""" 분명히 , 쇼 전 에 그 는 의사 를 만났 고 , 알 다시피 , 그 는 이번 투어 를 통해 노래 를 아주 잘 불렀 습니다 ."	0.0
233	234	에프 ** 가 무슨 일 인지 모르 겠 어 .	에프 ** 가 무슨 일 인지 모르 겠 어 .	0.0
234	235	그 는 그 의 기량 을 최고 로 발휘 해 왔 다 .	그 는 최고 의 기량 을 발휘 해 왔 다고 말 했 다 .	0.4286
235	236	""" 오늘 밤 이런 일 이 일어나 게 되 어 정말 유감 입니다 ."	""" 오늘 밤 이런 일 이 일어나 게 되 어 정말 유감 입니다 ."	0.0
236	237	"이건 로저 의 쇼 이 고 상태 가 좋 지 않 기 때문 에 말 이 되 는 어떤 것 을 함께 하 려고 하 는 것 은 의미 가 없 다고 생각 합니다 . """	"이건 로저 의 쇼 이 고 상태 가 좋 지 않 기 때문 에 말 이 되 는 어떤 것 을 함께 하 려고 하 는 것 은 의미 가 없 다고 생각 합니다 . """	0.0
237	238	관중 들 은 이 74 세 의 소년 이 무슨 일 이 일어났 는지 , 그리고 이 밴드 가 이 공연 에 대한 헌신 을 기리 기 위해 어떻게 돌아오 길 원하 는지 설명 해 주 며 그 를 응원 했 다 .	관중 들 은 이 74 세 의 소년 이 무슨 일 이 일어났 는지 , 그리고 이 밴드 가 이 공연 에 대한 헌신 을 기리 기 위해 어떻게 돌아오 길 원하 는지 설명 해 주 며 그 를 응원 했 다 .	0.0
238	239	"Townsend 는 "" 우리 는 가능 한 한 빨리 귀국 날짜 를 발표 할 것 입니다 ."	"Townsend 는 "" 우리 는 가능 한 한 빨리 귀국 날짜 를 발표 할 것 입니다 ."	0.0
239	240	한 가지 설명 하 지	한 가지 설명 하 지	0.0
240	241	하루 만 하 고 하루 만 쉬 어요 .	하루 만 하 고 하루 만 쉬 어요 .	0.0
241	242	왜냐하면 로저 의 성악 외과 의사 가 로저 가 하루 쉰다고 해서 . ..	"이 는 로저 의 성악 외과 의사 가 로저 가 하루 쉬 어야 한다고 주장 하 기 때문 입니다 … """	0.5714
242	243	""" 약속 하 건대 우리 는 돌아올 것 이 고 당신 의 표 를 받 을 것 입니다 ."	""" 약속 하 건대 우리 는 돌아올 것 이 고 당신 의 표 를 받 을 것 입니다 ."	0.0
243	244	"너무 사랑 하 고 실망 시켜서 미안 해 . """	"너무 사랑 하 고 실망 시켜서 미안 해 . """	0.0
244	245	이 쇼 에 이어 금요일 과 일요일 밤 댈러스 와 덴버 에서 열릴 콘서트 가 취소 되 었 다 .	이 쇼 에 이어 금요일 과 일요일 밤 댈러스 와 덴버 에서 열릴 콘서트 가 취소 되 었 다 .	0.0
245	246	그 들 의 다음 공연 은 10 월 9 일 샌프란시스코 에서 열린다 .	그 들 의 다음 공연 은 10 월 9 일 샌프란시스코 에서 열린다 .	0.0
246	247	밴드 는 2020 년 3 월 16 일 맨체스터 에서 영국 투어 를 시작 할 것 이 다 .	밴드 는 2020 년 3 월 16 일 맨체스터 에서 영국 투어 를 시작 할 것 이 다 .	0.0
247	248	미국 의 죽음 은 스코틀랜드 의 베이 핑 과 전자 담배 광고 금지 를 초래 할 수 있 다 .	미국 의 죽음 은 스코틀랜드 의 베이 핑 과 전자 담배 광고 금지 를 초래 할 수 있 다 .	0.0
248	249	장관 들 은 전자 담배 와 베이 핑 제품 에 대한 광고 금지 를 고려 하 고 있 다 .	장관 들 은 전자 담배 와 베이 핑 제품 에 대한 광고 금지 를 고려 하 고 있 다 .	0.0
249	250	"제 1 장관 은 이 움직임 에 대한 협의 가 "" 앞 으로 몇 달 안 에 "" 이루어질 것 이 라고 확인 했 습니다 ."	"제 1 장관 은 이 움직임 에 대한 협의 가 "" 앞 으로 몇 달 안 에 "" 이루어질 것 이 라고 확인 했 습니다 ."	0.0
250	251	니콜라 스터전 은 이러 한 제품 의 판매 에 대한 추가 적 인 움직임 을 뒷받침 하 는 증거 가 있 다면 , 정부 는 조치 를 주저 하 지 않 을 것 이 라고 말 했 습니다 .	니콜라 스터전 은 이러 한 제품 의 판매 에 대한 추가 적 인 움직임 을 뒷받침 하 는 증거 가 있 다면 , 정부 는 조치 를 주저 하 지 않 을 것 이 라고 말 했 습니다 .	0.0
251	252	이 는 도배 와 관련 된 질병 으로 2 명 이 더 사망 하 여 총 사망자 가 11 명 으로 늘어났 기 때문 이 다 .	이 는 도배 와 관련 된 질병 으로 2 명 이 더 사망 하 여 총 사망자 가 11 명 으로 늘어났 기 때문 이 다 .	0.0
